Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date,Year,Quarter
GrowthCare,FoodTech,Cloud Kitchen,Delhi,Prosus Ventures,Growth,382414000,2021-09-26,2021,3
GrowthCare,FoodTech,Cloud Kitchen,Delhi,Zodius Capital,Growth,382414000,2021-09-26,2021,3
NextSense,Logistics,Fleet Management,Gurugram,Elevation Capital,Series A,1335000,2023-11-03,2023,4
NextSense,Logistics,Fleet Management,Gurugram,Sequoia Capital India,Series A,1335000,2023-11-03,2023,4
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,2022-12-12,2022,4
NeoLabs,AgriTech,Supply Chain,Mumbai,Y Combinator,Seed,734000,2024-12-09,2024,4
NeoLabs,AgriTech,Supply Chain,Mumbai,Zodius Capital,Seed,734000,2024-12-09,2024,4
Delhivery,FoodTech,Grocery,Delhi,Info Edge,Pre-Series A,313000,2021-01-02,2021,1
Delhivery,FoodTech,Grocery,Delhi,Ventures India,Pre-Series A,313000,2021-01-02,2021,1
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,2024-11-17,2024,4
Cars24,RealEstate,PropTech,Gurugram,Nexus Venture Partners,Angel,18000,2022-04-22,2022,2
Cars24,RealEstate,PropTech,Gurugram,Y Combinator,Angel,18000,2022-04-22,2022,2
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,2021-06-01,2021,2
SmartMart_989,RealEstate,Rental Tech,Kolkata,IFC,Pre-Series A,659000,2024-03-07,2024,1
SmartMart_989,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Pre-Series A,659000,2024-03-07,2024,1
MediSpace,Media,Social,Pune,Accel,Series B,45874000,2022-08-08,2022,3
MediSpace,Media,Social,Pune,Info Edge,Series B,45874000,2022-08-08,2022,3
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,2024-09-19,2024,3
PhonePe,AgriTech,Supply Chain,Delhi,Accel,Seed,136000,2022-12-30,2022,4
PhonePe,AgriTech,Supply Chain,Delhi,Kalaari Capital,Seed,136000,2022-12-30,2022,4
PhonePe,AgriTech,Supply Chain,Delhi,Ventures India,Seed,136000,2022-12-30,2022,4
SkillFlow,SaaS,DevTools,Gurugram,Falcon Edge,Series B,25685000,2025-01-02,2025,1
SkillFlow,SaaS,DevTools,Gurugram,Info Edge,Series B,25685000,2025-01-02,2025,1
SkillFlow,SaaS,DevTools,Gurugram,Tiger Global,Series B,25685000,2025-01-02,2025,1
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,2023-05-10,2023,2
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,2020-02-02,2020,1
CloudLabs,E-commerce,Marketplace,Mumbai,Blume Ventures,Series C,239814000,2024-08-27,2024,3
CloudLabs,E-commerce,Marketplace,Mumbai,Kalaari Capital,Series C,239814000,2024-08-27,2024,3
AeroStack,SaaS,DevTools,Ahmedabad,Nexus Venture Partners,Seed,83000,2023-01-14,2023,1
AeroStack,SaaS,DevTools,Ahmedabad,Peak XV,Seed,83000,2023-01-14,2023,1
Meesho,E-commerce,D2C,Pune,Info Edge,Seed,1665000,2022-04-03,2022,2
Meesho,E-commerce,D2C,Pune,Kalaari Capital,Seed,1665000,2022-04-03,2022,2
Meesho,E-commerce,D2C,Pune,SoftBank Vision Fund,Seed,1665000,2022-04-03,2022,2
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,2020-05-17,2020,2
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,2025-05-18,2025,2
UrbanDrive,Retail,Fashion,Delhi,IFC,Seed,369000,2023-07-25,2023,3
UrbanDrive,Retail,Fashion,Delhi,Mirae Asset,Seed,369000,2023-07-25,2023,3
UrbanDrive,Retail,Fashion,Delhi,SoftBank Vision Fund,Seed,369000,2023-07-25,2023,3
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,2024-02-28,2024,1
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,2022-05-27,2022,2
HealthWorks,Consumer Electronics,Wearables,Gurugram,Omidyar Network,Seed,980000,2021-02-22,2021,1
HealthWorks,Consumer Electronics,Wearables,Gurugram,Peak XV,Seed,980000,2021-02-22,2021,1
HealthWorks,Consumer Electronics,Wearables,Gurugram,Sequoia Capital India,Seed,980000,2021-02-22,2021,1
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,2023-08-11,2023,3
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,2021-11-09,2021,4
Udaan,RealEstate,PropTech,Gurugram,Info Edge,Series A,9971000,2022-02-20,2022,1
Udaan,RealEstate,PropTech,Gurugram,SoftBank Vision Fund,Series A,9971000,2022-02-20,2022,1
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,2020-10-16,2020,4
NoBroker,AgriTech,Marketplace,Gurugram,Kedaara Capital,Seed,304000,2020-06-09,2020,2
NoBroker,AgriTech,Marketplace,Gurugram,SoftBank Vision Fund,Seed,304000,2020-06-09,2020,2
BlueRise,HealthTech,Diagnostics,Hyderabad,IFC,Seed,113000,2022-07-07,2022,3
BlueRise,HealthTech,Diagnostics,Hyderabad,Lightspeed India,Seed,113000,2022-07-07,2022,3
BlueRise,HealthTech,Diagnostics,Hyderabad,Mirae Asset,Seed,113000,2022-07-07,2022,3
ShareChat,FoodTech,Food Delivery,Delhi,Info Edge,Series A,14507000,2022-05-15,2022,2
ShareChat,FoodTech,Food Delivery,Delhi,Omidyar Network,Series A,14507000,2022-05-15,2022,2
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,2022-05-25,2022,2
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,2020-12-25,2020,4
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,2022-09-11,2022,3
CoreSpace,EdTech,Test Prep,Bengaluru,Kalaari Capital,Growth,574676000,2024-02-04,2024,1
CoreSpace,EdTech,Test Prep,Bengaluru,Y Combinator,Growth,574676000,2024-02-04,2024,1
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,2023-04-19,2023,2
GrowthConnect,E-commerce,Fashion,Ahmedabad,Bessemer Venture Partners,Seed,406000,2024-04-11,2024,2
GrowthConnect,E-commerce,Fashion,Ahmedabad,Peak XV,Seed,406000,2024-04-11,2024,2
NextFlow,Consumer Electronics,Smart Home,Pune,Peak XV,Series B,63289000,2023-08-26,2023,3
NextFlow,Consumer Electronics,Smart Home,Pune,Ventures India,Series B,63289000,2023-08-26,2023,3
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,2023-08-14,2023,3
AutoFlow,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,6610000,2025-05-03,2025,2
AutoFlow,HealthTech,Pharmacy,Gurugram,Sequoia Capital India,Series A,6610000,2025-05-03,2025,2
AutoFlow,HealthTech,Pharmacy,Gurugram,Zodius Capital,Series A,6610000,2025-05-03,2025,2
AeroHub,AgriTech,Supply Chain,Noida,Blume Ventures,Angel,12000,2024-11-29,2024,4
AeroHub,AgriTech,Supply Chain,Noida,Info Edge,Angel,12000,2024-11-29,2024,4
Oyo,Mobility,Micro Mobility,Chennai,Peak XV,Series A,12223000,2024-02-12,2024,1
Oyo,Mobility,Micro Mobility,Chennai,Ventures India,Series A,12223000,2024-02-12,2024,1
Unacademy,E-commerce,Grocery,Pune,Kedaara Capital,Series C,277385000,2021-07-04,2021,3
Unacademy,E-commerce,Grocery,Pune,Lightspeed India,Series C,277385000,2021-07-04,2021,3
Unacademy,E-commerce,Grocery,Pune,Ventures India,Series C,277385000,2021-07-04,2021,3
MediHive,Enterprise,Security,Bengaluru,Elevation Capital,Seed,1628000,2024-05-03,2024,2
MediHive,Enterprise,Security,Bengaluru,Kalaari Capital,Seed,1628000,2024-05-03,2024,2
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,2020-10-02,2020,4
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,Blume Ventures,Seed,1202000,2020-04-30,2020,2
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,Matrix Partners India,Seed,1202000,2020-04-30,2020,2
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,Ventures India,Seed,1202000,2020-04-30,2020,2
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,2023-07-27,2023,3
WorkFit,Logistics,Last Mile,Pune,Mirae Asset,Pre-Seed,42000,2021-04-25,2021,2
WorkFit,Logistics,Last Mile,Pune,Ventures India,Pre-Seed,42000,2021-04-25,2021,2
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,2020-03-26,2020,1
MediHive,Mobility,EV,Kolkata,Info Edge,Series A,1105000,2021-11-21,2021,4
MediHive,Mobility,EV,Kolkata,Y Combinator,Series A,1105000,2021-11-21,2021,4
DataHive,Enterprise,Analytics,Pune,Tiger Global,Series B,26119000,2022-02-14,2022,1
DataHive,Enterprise,Analytics,Pune,Y Combinator,Series B,26119000,2022-02-14,2022,1
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,2024-12-23,2024,4
NeoTech,Logistics,Fleet Management,Gurugram,Kalaari Capital,Pre-Series A,132000,2023-06-20,2023,2
NeoTech,Logistics,Fleet Management,Gurugram,Mirae Asset,Pre-Series A,132000,2023-06-20,2023,2
NeoTech,Logistics,Fleet Management,Gurugram,Prosus Ventures,Pre-Series A,132000,2023-06-20,2023,2
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global,Series B,6189000,2024-11-23,2024,4
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,2024-06-14,2024,2
FarmBox,Enterprise,Automation,Mumbai,Lightspeed India,Series B,12830000,2021-08-24,2021,3
FarmBox,Enterprise,Automation,Mumbai,Nexus Venture Partners,Series B,12830000,2021-08-24,2021,3
ClearDekho,FinTech,Lending,Kolkata,Mirae Asset,Series C,142371000,2021-09-09,2021,3
ClearDekho,FinTech,Lending,Kolkata,Tiger Global,Series C,142371000,2021-09-09,2021,3
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,2021-03-09,2021,1
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,2025-03-17,2025,1
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,2023-10-05,2023,4
NeoLabs,Media,Content,Gurugram,SoftBank Vision Fund,Angel,53000,2024-04-18,2024,2
NeoLabs,Media,Content,Gurugram,Tiger Global,Angel,53000,2024-04-18,2024,2
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,2021-04-02,2021,2
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,2025-04-03,2025,2
Porter,AgriTech,Smart Farming,Delhi,A91 Partners,Series D,384546000,2025-05-07,2025,2
Porter,AgriTech,Smart Farming,Delhi,Sequoia Capital India,Series D,384546000,2025-05-07,2025,2
HealthWorks,EdTech,Coding Bootcamp,Chennai,Nexus Venture Partners,Seed,485000,2022-01-17,2022,1
HealthWorks,EdTech,Coding Bootcamp,Chennai,Peak XV,Seed,485000,2022-01-17,2022,1
HealthWorks,EdTech,Coding Bootcamp,Chennai,Prosus Ventures,Seed,485000,2022-01-17,2022,1
Chargebee,RealEstate,Home Services,Delhi,Bessemer Venture Partners,Series A,1068000,2020-10-25,2020,4
Chargebee,RealEstate,Home Services,Delhi,Kedaara Capital,Series A,1068000,2020-10-25,2020,4
Chargebee,RealEstate,Home Services,Delhi,Prosus Ventures,Series A,1068000,2020-10-25,2020,4
FoodLoop,Media,Social,Hyderabad,Mirae Asset,Debt,22303000,2023-12-17,2023,4
FoodLoop,Media,Social,Hyderabad,Zodius Capital,Debt,22303000,2023-12-17,2023,4
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,2024-01-07,2024,1
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,2024-05-08,2024,2
DriveFit,Enterprise,Automation,Delhi,Prosus Ventures,Debt,2677000,2023-01-27,2023,1
DriveFit,Enterprise,Automation,Delhi,SoftBank Vision Fund,Debt,2677000,2023-01-27,2023,1
NextFlow,FoodTech,Cloud Kitchen,Noida,A91 Partners,Series B,67565000,2021-08-01,2021,3
NextFlow,FoodTech,Cloud Kitchen,Noida,Kedaara Capital,Series B,67565000,2021-08-01,2021,3
NextFlow,FoodTech,Cloud Kitchen,Noida,LCatterton,Series B,67565000,2021-08-01,2021,3
Wakefit,HealthTech,Pharmacy,Ahmedabad,Elevation Capital,Growth,411602000,2020-04-20,2020,2
Wakefit,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Growth,411602000,2020-04-20,2020,2
Wakefit,HealthTech,Pharmacy,Ahmedabad,Prosus Ventures,Growth,411602000,2020-04-20,2020,2
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,2021-03-05,2021,1
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,2024-05-27,2024,2
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,2022-08-28,2022,3
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,2025-06-09,2025,2
CoreConnect,E-commerce,Marketplace,Chennai,Peak XV,Series A,3668000,2023-11-09,2023,4
CoreConnect,E-commerce,Marketplace,Chennai,Ribbit Capital,Series A,3668000,2023-11-09,2023,4
UrbanSolutions,Retail,Fashion,Mumbai,Info Edge,Series C,109404000,2024-11-06,2024,4
UrbanSolutions,Retail,Fashion,Mumbai,Ribbit Capital,Series C,109404000,2024-11-06,2024,4
UrbanSolutions,Retail,Fashion,Mumbai,Y Combinator,Series C,109404000,2024-11-06,2024,4
MediSpace,E-commerce,Quick Commerce,Kolkata,Lightspeed India,Series B,56361000,2025-02-03,2025,1
MediSpace,E-commerce,Quick Commerce,Kolkata,Omidyar Network,Series B,56361000,2025-02-03,2025,1
GrowthCare,Media,Social,Ahmedabad,Elevation Capital,Seed,1886000,2022-09-18,2022,3
GrowthCare,Media,Social,Ahmedabad,Kedaara Capital,Seed,1886000,2022-09-18,2022,3
GrowthCare,Media,Social,Ahmedabad,Nexus Venture Partners,Seed,1886000,2022-09-18,2022,3
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,2023-12-06,2023,4
NeoLabs_1063,Enterprise,Automation,Noida,Nexus Venture Partners,Series B,15923000,2024-06-06,2024,2
NeoLabs_1063,Enterprise,Automation,Noida,Tiger Global,Series B,15923000,2024-06-06,2024,2
NeoLabs_1063,Enterprise,Automation,Noida,Ventures India,Series B,15923000,2024-06-06,2024,2
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,2024-06-27,2024,2
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,2024-10-09,2024,4
NeoTech,SaaS,DevTools,Chennai,Matrix Partners India,Bridge,121000,2023-09-09,2023,3
FarmFit,Mobility,EV,Noida,Falcon Edge,Series A,1349000,2023-03-27,2023,1
FarmFit,Mobility,EV,Noida,Kedaara Capital,Series A,1349000,2023-03-27,2023,1
AgriFit,Mobility,Ride Sharing,Mumbai,Sequoia Capital India,Series B,13365000,2020-04-01,2020,2
SmartCare,Enterprise,Analytics,Delhi,Nexus Venture Partners,Series A,2177000,2021-03-18,2021,1
SmartCare,Enterprise,Analytics,Delhi,Y Combinator,Series A,2177000,2021-03-18,2021,1
Innovaccer,E-commerce,Grocery,Hyderabad,Kalaari Capital,Seed,149000,2023-08-23,2023,3
WorkFit,RealEstate,Home Services,Delhi,Kedaara Capital,Series A,1883000,2020-05-24,2020,2
WorkFit,RealEstate,Home Services,Delhi,Tiger Global,Series A,1883000,2020-05-24,2020,2
WorkFit,RealEstate,Home Services,Delhi,Ventures India,Series A,1883000,2020-05-24,2020,2
CloudLabs,AgriTech,Marketplace,Noida,SoftBank Vision Fund,Series A,1121000,2022-05-09,2022,2
DriveEdge,AgriTech,Supply Chain,Mumbai,Prosus Ventures,Seed,53000,2022-12-24,2022,4
Freshworks,E-commerce,D2C,Mumbai,Nexus Venture Partners,Pre-Series A,972000,2021-11-14,2021,4
Zepto,Logistics,Last Mile,Mumbai,Y Combinator,Pre-Series A,268000,2025-06-07,2025,2
Zomato,Retail,E-Retail,Delhi,Omidyar Network,Series A,2831000,2024-11-28,2024,4
NeoLabs,SaaS,HRTech,Noida,Blume Ventures,Seed,613000,2020-07-21,2020,3
UrbanDrive,Retail,Fashion,Noida,Mirae Asset,Series A,1806000,2024-12-11,2024,4
UrbanDrive,Retail,Fashion,Noida,Nexus Venture Partners,Series A,1806000,2024-12-11,2024,4
MediSpace,Media,Social,Delhi,LCatterton,Seed,1663000,2023-03-08,2023,1
MediSpace,Media,Social,Delhi,Matrix Partners India,Seed,1663000,2023-03-08,2023,1
MediSpace,Media,Social,Delhi,Ribbit Capital,Seed,1663000,2023-03-08,2023,1
Nykaa,Media,Social,Ahmedabad,Info Edge,Pre-Series A,611000,2022-07-26,2022,3
AgriFit,Mobility,EV,Hyderabad,Elevation Capital,Bridge,70000,2022-12-02,2022,4
AgriFit,Mobility,EV,Hyderabad,IFC,Bridge,70000,2022-12-02,2022,4
AgriFit,Mobility,EV,Hyderabad,Zodius Capital,Bridge,70000,2022-12-02,2022,4
Unacademy,Logistics,Supply Chain,Pune,Tiger Global,Series D,130783000,2023-07-23,2023,3
MediWorks,HealthTech,Telemedicine,Mumbai,Sequoia Capital India,Series B,57218000,2023-02-08,2023,1
MediWorks,HealthTech,Telemedicine,Mumbai,Zodius Capital,Series B,57218000,2023-02-08,2023,1
Innovaccer,RealEstate,Rental Tech,Delhi,Kedaara Capital,Series A,12915000,2022-11-20,2022,4
Innovaccer,RealEstate,Rental Tech,Delhi,LCatterton,Series A,12915000,2022-11-20,2022,4
Innovaccer,RealEstate,Rental Tech,Delhi,Tiger Global,Series A,12915000,2022-11-20,2022,4
CoreConnect_1085,EdTech,Test Prep,Chennai,Matrix Partners India,Series B,18272000,2024-03-15,2024,1
Razorpay,AgriTech,Smart Farming,Delhi,Blume Ventures,Series B,27390000,2024-12-11,2024,4
Razorpay,AgriTech,Smart Farming,Delhi,LCatterton,Series B,27390000,2024-12-11,2024,4
Mobikwik,Enterprise,Analytics,Noida,Blume Ventures,Pre-Series A,147000,2020-04-14,2020,2
Mobikwik,Enterprise,Analytics,Noida,Mirae Asset,Pre-Series A,147000,2020-04-14,2020,2
FreshToHome,SaaS,DevTools,Noida,Elevation Capital,Series D,489935000,2024-10-22,2024,4
AgriHive,EdTech,Test Prep,Ahmedabad,Peak XV,Pre-Series A,170000,2025-03-05,2025,1
GrowthConnect,AgriTech,Smart Farming,Bengaluru,SoftBank Vision Fund,Pre-Series A,876000,2023-06-14,2023,2
GrowthConnect,AgriTech,Smart Farming,Bengaluru,Y Combinator,Pre-Series A,876000,2023-06-14,2023,2
MediHive,Media,Social,Chennai,Accel,Pre-Series A,446000,2020-07-26,2020,3
MediHive,Media,Social,Chennai,Mirae Asset,Pre-Series A,446000,2020-07-26,2020,3
HyperLoop,Consumer Electronics,Audio,Delhi,Mirae Asset,Series C,103701000,2021-05-27,2021,2
NimbusWorks,FoodTech,Cloud Kitchen,Noida,Info Edge,Series C,80168000,2020-08-10,2020,3
NimbusWorks,FoodTech,Cloud Kitchen,Noida,Prosus Ventures,Series C,80168000,2020-08-10,2020,3
FinSense,FoodTech,Cloud Kitchen,Pune,Accel,Private Equity,170086000,2023-12-23,2023,4
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,Lightspeed India,Angel,8000,2020-11-24,2020,4
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,Mirae Asset,Angel,8000,2020-11-24,2020,4
HealthAnalytics_1095,FoodTech,Food Delivery,Pune,Prosus Ventures,Angel,8000,2020-11-24,2020,4
NextStack,Consumer Electronics,Smart Home,Kolkata,SoftBank Vision Fund,Series C,36336000,2024-01-02,2024,1
FoodFit,Media,Content,Delhi,Nexus Venture Partners,Seed,99000,2020-08-08,2020,3
FoodSolutions,Retail,Fashion,Gurugram,Info Edge,Seed,887000,2024-08-26,2024,3
MediSpace,Logistics,Supply Chain,Kolkata,Ribbit Capital,Seed,182000,2022-05-28,2022,2
